7.9635	-83.0127
7.91344	-82.91162
7.91337	-82.91089
7.91331	-82.91016
7.91324	-82.90942
7.91318	-82.90869
7.91311	-82.90796
7.91305	-82.90723
7.91298	-82.90649
7.91291	-82.90576
7.91285	-82.90503
7.91278	-82.9043
7.91272	-82.90356
7.91265	-82.90283
7.91258	-82.9021
7.91252	-82.90137
7.91245	-82.90063
7.91239	-82.8999
7.91232	-82.89917
7.91225	-82.89844
7.91219	-82.8977
7.91212	-82.89697
7.91206	-82.89624
7.91199	-82.89551
7.91192	-82.89478
7.91186	-82.89404
7.91179	-82.89331
7.91173	-82.89258
7.91166	-82.89185
7.9116	-82.89111
7.91153	-82.89038
7.91146	-82.88965
7.9114	-82.88892
7.91133	-82.88818
7.91127	-82.88745
7.9112	-82.88672
7.91113	-82.88599
7.91107	-82.88525
7.911	-82.88452
7.91094	-82.88379
7.91087	-82.88306
7.9108	-82.88232
7.91074	-82.88159
7.91067	-82.88086
7.91061	-82.88013
7.91054	-82.87939
7.91047	-82.87866
7.91041	-82.87793
7.91034	-82.8772
7.91028	-82.87646
7.91021	-82.87573
7.91014	-82.875
7.91008	-82.87427
7.91001	-82.87353
7.90995	-82.8728
7.90988	-82.87207
7.90981	-82.87134
7.90975	-82.87061
7.90968	-82.86987
7.90962	-82.86914
7.90955	-82.86841
7.90949	-82.86768
7.90942	-82.86694
7.90935	-82.86621
7.90929	-82.86548
7.90922	-82.86475
7.90916	-82.86401
7.90909	-82.86328
7.90902	-82.86255
7.90896	-82.86182
7.90889	-82.86108
7.90883	-82.86035
7.90876	-82.85962
7.90869	-82.85889
7.90863	-82.85815
7.90856	-82.85742
7.9085	-82.85669
7.90843	-82.85596
7.90836	-82.85522
7.9083	-82.85449
7.90823	-82.85376
7.90817	-82.85303
7.9081	-82.85229
7.90803	-82.85156
7.90797	-82.85083
7.9079	-82.8501
7.90784	-82.84937
7.90777	-82.84863
7.9077	-82.8479
7.90764	-82.84717
7.90757	-82.84644
7.90751	-82.8457
7.90744	-82.84497
7.90737	-82.84424
7.90731	-82.84351
7.90724	-82.84277
7.90718	-82.84204
7.90711	-82.84131
7.90704	-82.84058
7.90698	-82.83984
7.90691	-82.83911
7.90729	-82.83873
7.90766	-82.83836
7.90803	-82.83798
7.90841	-82.8376
7.90878	-82.83722
7.90915	-82.83685
7.90953	-82.83647
7.9099	-82.83609
7.91028	-82.83572
7.91065	-82.83534
7.91102	-82.83496
7.9114	-82.83458
7.91177	-82.83421
7.91214	-82.83383
7.91252	-82.83345
7.91289	-82.83307
7.91326	-82.8327
7.91364	-82.83232
7.91401	-82.83194
7.91439	-82.83157
7.91476	-82.83119
7.91513	-82.83081
7.91551	-82.83043
7.91588	-82.83006
7.91625	-82.82968
7.91663	-82.8293
7.917	-82.82892
7.91738	-82.82855
7.91775	-82.82817
7.91812	-82.82779
7.9185	-82.82742
7.91887	-82.82704
7.91924	-82.82666
7.91962	-82.82628
7.91999	-82.82591
7.92037	-82.82553
7.92074	-82.82515
7.92111	-82.82477
7.92149	-82.8244
7.92186	-82.82402
7.92223	-82.82364
7.92261	-82.82327
7.92298	-82.82289
7.92336	-82.82251
7.92373	-82.82213
7.9241	-82.82176
7.92448	-82.82138
7.92485	-82.821
7.92522	-82.82062
7.9256	-82.82025
7.92597	-82.81987
7.92634	-82.81949
7.92672	-82.81911
7.92709	-82.81874
7.92747	-82.81836
7.92784	-82.81798
7.92821	-82.81761
7.92859	-82.81723
7.92896	-82.81685
7.92933	-82.81647
7.92971	-82.8161
7.93008	-82.81572
7.93046	-82.81534
7.93083	-82.81496
7.9312	-82.81459
7.93158	-82.81421
7.93195	-82.81383
7.93232	-82.81346
7.9327	-82.81308
7.93307	-82.8127
7.93344	-82.81232
7.93382	-82.81195
7.93419	-82.81157
7.93457	-82.81119
7.93494	-82.81081
7.93531	-82.81044
7.93569	-82.81006
7.93606	-82.80968
7.93643	-82.8093
7.93681	-82.80893
7.93718	-82.80855
7.93756	-82.80817
7.93793	-82.8078
7.9383	-82.80742
7.93868	-82.80704
7.93905	-82.80666
7.93942	-82.80629
7.9398	-82.80591
7.94017	-82.80553
7.94055	-82.80515
7.94092	-82.80478
7.94129	-82.8044
7.94167	-82.80402
7.94204	-82.80364
7.94241	-82.80327
