2021071600583029 8.85 -87.8 0.00 1 -87.5
2021071607375240 8.7 -87.8 0.00 2 -87.5
2021071720560852 8.55 -87.8 8.63 3 -87.5
2021071721052864 8.35 -87.8 34.40 4 -87.5
2021071721131715 8.06 -87.8 26.31 5 -87.5
2021071801213434 7.64 -87.8 25.00 6 -87.4
2021071807394324 7 -87.8 7.88 7 -87.3
